ID,日付,本数字1,本数字2,本数字3,本数字4,本数字5,本数字6,ボーナス数字,1等口数,2等口数,3等口数,4等口数,5等口数,1等金額,2等金額,3等金額,4等金額,5等金額,キャリーオーバー,セット球
292,2006/5/25,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,H
293,2006/6/1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,B
294,2006/6/8,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,D
295,2006/6/15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,E
296,2006/6/22,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,G
297,2006/6/29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C
298,2006/7/6,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,F
299,2006/7/13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,I
300,2006/7/20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,E
301,2006/7/27,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,B
302,2006/8/3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,H
303,2006/8/10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,D
304,2006/8/17,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,G
305,2006/8/24,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,J
306,2006/8/31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A
307,2006/9/7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,C
308,2006/9/14,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,E
309,2006/9/21,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,A
310,2006/9/28,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,F
311,2006/10/5,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,I
312,2006/10/12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,D
313,2006/10/19,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,H
314,2006/10/26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,B
315,2006/11/2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,J
316,2006/11/9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,G
317,2006/11/16,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,E
318,2006/11/23,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,C
319,2006/11/30,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,A
320,2006/12/7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,F
321,2006/12/14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,A
322,2006/12/21,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,D
323,2006/12/28,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,H
324,2007/1/4,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,E
325,2007/1/11,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,I
326,2007/1/18,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,C
327,2007/1/25,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,B
328,2007/2/1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,G
329,2007/2/8,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,J
330,2007/2/15,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,F
331,2007/2/22,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,I
332,2007/3/1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,A
333,2007/3/8,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,B
334,2007/3/15,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,E
335,2007/3/22,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,G
336,2007/3/29,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,C
337,2007/4/5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,H
338,2007/4/12,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,A
339,2007/4/19,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,J
340,2007/4/26,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,D
341,2007/5/3,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,C
342,2007/5/10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,F
343,2007/5/17,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,B
344,2007/5/24,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,G
345,2007/5/31,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C
346,2007/6/7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,J
347,2007/6/14,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,E
348,2007/6/21,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,I
349,2007/6/28,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,A
350,2007/7/5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,H
351,2007/7/12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,G
352,2007/7/19,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,D
353,2007/7/26,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,B
354,2007/8/2,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,B
355,2007/8/9,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,A
356,2007/8/16,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,E
357,2007/8/23,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,C
358,2007/8/30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,H
359,2007/9/6,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,F
360,2007/9/13,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,B
361,2007/9/20,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,J
362,2007/9/27,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,G
363,2007/10/4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,I
364,2007/10/11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,D
365,2007/10/18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,A
366,2007/10/25,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,F
367,2007/11/1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,H
368,2007/11/8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,E
369,2007/11/15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,C
370,2007/11/22,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,G
371,2007/11/29,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,B
372,2007/12/6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,J
373,2007/12/13,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,A
374,2007/12/20,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,I
375,2007/12/27,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,F
376,2008/1/10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,D
377,2008/1/17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,B
378,2008/1/24,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,H
379,2008/1/31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,G
380,2008/2/7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,C
381,2008/2/14,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,E
382,2008/2/21,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,A
383,2008/2/28,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,I
384,2008/3/6,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,F
385,2008/3/13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,D
386,2008/3/20,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,C
387,2008/3/27,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,B
388,2008/4/3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,H
389,2008/4/10,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,J
390,2008/4/17,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,A
391,2008/4/24,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,G
392,2008/5/1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,D
393,2008/5/8,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,E
394,2008/5/15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,I
395,2008/5/22,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,F
396,2008/5/29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,B
397,2008/6/5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,C
398,2008/6/12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,J
399,2008/6/19,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,E
400,2008/6/26,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,H
401,2008/7/3,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,G
402,2008/7/10,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,D
403,2008/7/17,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,F
404,2008/7/24,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,I
405,2008/7/31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,A
406,2008/8/7,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,B
407,2008/8/14,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,H
408,2008/8/21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,C
409,2008/8/28,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,E
410,2008/9/4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,F
411,2008/9/11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,A
412,2008/9/18,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,G
413,2008/9/25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,J
414,2008/10/2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,B
415,2008/10/9,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,D
416,2008/10/16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,I
417,2008/10/23,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,H
418,2008/10/30,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,C
419,2008/11/6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E
420,2008/11/13,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,A
421,2008/11/20,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,C
422,2008/11/27,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,F
423,2008/12/4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,J
424,2008/12/11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,G
425,2008/12/18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,I
426,2008/12/25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,D
427,2009/1/8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,B
428,2009/1/15,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,H
429,2009/1/22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,E
430,2009/1/29,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,A
431,2009/2/5,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,C
432,2009/2/12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,F
433,2009/2/19,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,J
434,2009/2/26,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,H
435,2009/3/5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,I
436,2009/3/12,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,G
437,2009/3/19,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,B
438,2009/3/26,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,D
439,2009/4/2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,A
440,2009/4/9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,E
441,2009/4/16,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,C
442,2009/4/23,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,F
443,2009/4/30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,J
444,2009/5/7,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,H
445,2009/5/14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,B
446,2009/5/21,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,G
447,2009/5/28,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,I
448,2009/6/4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,D
449,2009/6/11,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,C
450,2009/6/18,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,A
451,2009/6/25,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,G
452,2009/7/2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,E
453,2009/7/9,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,J
454,2009/7/16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,F
455,2009/7/23,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,C
456,2009/7/30,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,B
457,2009/8/6,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,I
458,2009/8/13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,D
459,2009/8/20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,H
460,2009/8/27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,A
461,2009/9/3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,G
462,2009/9/10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,E
463,2009/9/17,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,J
464,2009/9/24,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,B
465,2009/10/1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,F
466,2009/10/8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,C
467,2009/10/15,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,I
468,2009/10/22,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,A
469,2009/10/29,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,H
470,2009/11/5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,D
471,2009/11/12,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,C
472,2009/11/19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,G
473,2009/11/26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,E
474,2009/12/3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,J
475,2009/12/10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A
476,2009/12/17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B
477,2009/12/24,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,F
478,2010/1/7,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,I
479,2010/1/14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,H
480,2010/1/21,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,D
481,2010/1/28,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,C
482,2010/2/4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,G
483,2010/2/11,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,C
484,2010/2/18,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,E
485,2010/2/25,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,A
486,2010/3/4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,B
487,2010/3/11,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,J
488,2010/3/18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,F
489,2010/3/25,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,I
490,2010/4/1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,A
491,2010/4/8,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,H
492,2010/4/15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,C
493,2010/4/22,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,E
494,2010/4/29,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,C
495,2010/5/6,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,G
496,2010/5/13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,B
497,2010/5/20,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,D
498,2010/5/27,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,H
499,2010/6/3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,E
500,2010/6/10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,J
501,2010/6/17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,I
502,2010/6/24,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,A
503,2010/7/1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,F
504,2010/7/8,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,I
505,2010/7/15,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,C
506,2010/7/22,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,G
507,2010/7/29,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,D
508,2010/8/5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,E
509,2010/8/12,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,B
510,2010/8/19,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H
511,2010/8/26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,J
512,2010/9/2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,A
513,2010/9/9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,F
514,2010/9/16,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,I
515,2010/9/23,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,C
516,2010/9/30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,G
517,2010/10/7,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,E
518,2010/10/14,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,B
519,2010/10/21,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,J
520,2010/10/28,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,D
521,2010/11/4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,H
522,2010/11/11,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,A
523,2010/11/18,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,I
524,2010/11/25,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,C
525,2010/12/2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,F
526,2010/12/9,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,G
527,2010/12/16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,E
528,2010/12/23,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,C
529,2010/12/30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,B
530,2011/1/6,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,J
531,2011/1/13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,D
532,2011/1/20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,A
533,2011/1/27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,H
534,2011/2/3,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,F
535,2011/2/10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,I
536,2011/2/17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,G
537,2011/2/24,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,D
538,2011/3/3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,E
539,2011/3/10,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,J
540,2011/3/17,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,C
541,2011/3/24,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,H
542,2011/3/31,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,B
543,2011/4/4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,A
544,2011/4/7,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,G
545,2011/4/11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,F
546,2011/4/14,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,D
547,2011/4/18,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,H
548,2011/4/21,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,B
549,2011/4/25,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,A
550,2011/4/28,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,E
551,2011/5/2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,I
552,2011/5/5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C
553,2011/5/9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,J
554,2011/5/12,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,B
555,2011/5/16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,G
556,2011/5/19,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H
557,2011/5/23,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,D
558,2011/5/26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A
559,2011/5/30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,F
560,2011/6/2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,I
561,2011/6/6,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,E
562,2011/6/9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,C
563,2011/6/13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,D
564,2011/6/16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,B
565,2011/6/20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,G
566,2011/6/23,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,H
567,2011/6/27,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,A
568,2011/6/30,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,J
569,2011/7/4,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,I
570,2011/7/7,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,F
571,2011/7/11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,E
572,2011/7/14,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,C
573,2011/7/18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,B
574,2011/7/21,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,J
575,2011/7/25,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,G
576,2011/7/28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D
577,2011/8/1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,H
578,2011/8/4,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,A
579,2011/8/8,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,F
580,2011/8/11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,I
581,2011/8/15,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,E
582,2011/8/18,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,C
583,2011/8/22,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,B
584,2011/8/25,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,I
585,2011/8/29,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,D
586,2011/9/1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,J
